id,version,source,tags,confidence,review_status,created_date,updated_date,approval,domain,industry,intent,complexity,input,expected_output_type
5e4ef6d4-c60c-4afe-b543-c374f01c0316,1.2,standards_corpus,"[""cloud"", ""architecture"", ""hld""]",0.79,rejected,2024-12-09T05:14:14.915675,2026-07-13T05:14:14.915675,approved,data_engineering,telecommunications,capacity_planning,high,Troubleshoot connection drops occurring in remote diagnostics platform deployed on PTC ThingWorx,architecture_diagram
ce15f784-9d27-4861-87b6-4b040a7dc671,1.2,domain_expert,"[""performance"", ""deployment"", ""iot""]",0.91,rejected,2024-09-21T05:14:14.915709,2026-07-13T05:14:14.915709,pending,mechanical,finance,generate_architecture,medium,Architect a multi-tenant natural language processing pipeline with row-level isolation,capacity_plan
42d16c3c-70e7-4f8c-8036-9ec9ab1b285b,1.2,organizational_knowledge,"[""industrial"", ""cloud"", ""monitoring""]",0.83,rejected,2026-01-13T05:14:14.915742,2026-07-13T05:14:14.915742,conditional,enterprise_architecture,water_management,code_review,critical,"Build a data pipeline from Kafka cluster to data lake processing 1,000 events per second",runbook
12f39aed-1389-4112-8db5-f28c97e94f2e,1.0,standards_corpus,"[""industrial"", ""cloud"", ""migration""]",0.88,rejected,2024-10-24T05:14:14.915777,2026-07-13T05:14:14.915777,conditional,mechanical,utilities,edge_computing_design,medium,Architect an edge computing solution for flood early warning with regulatory compliance,deployment_manifest
ff19fc28-0570-4857-accf-aaf89eaad163,1.2,standards_corpus,"[""security"", ""hld"", ""lld""]",0.72,approved,2026-01-09T05:14:14.915815,2026-07-13T05:14:14.915815,approved,cloud,healthcare,integration_design,medium,Optimize throughput for water treatment control system currently experiencing connection pool exhaustion,performance_report
a4e2ca2b-14cb-44b3-9974-3339722ae6dd,1.2,engineering_seed,"[""performance"", ""database"", ""deployment""]",0.72,pending_review,2024-07-25T05:14:14.915859,2026-07-13T05:14:14.915859,conditional,devops,energy,data_pipeline_design,trivial,Design RESTful APIs for automated testing framework with JWT authentication,api_specification
57a420fa-e490-4b10-a579-a793d1b23d6b,1.0,organizational_knowledge,"[""migration"", ""architecture"", ""iot""]",0.94,pending_review,2025-01-23T05:14:14.915893,2026-07-13T05:14:14.915893,conditional,networking,hospitality,performance_analysis,high,Design the monitoring and alerting infrastructure for secrets management vault on on-premises VMware,compliance_report
a58de4ee-e3b5-4d9d-b141-039009871bbf,1.0,engineering_seed,"[""industrial"", ""database"", ""iot""]",0.91,rejected,2025-06-14T05:14:14.915925,2026-07-13T05:14:14.915925,approved,industrial_iot,mining,troubleshoot,low,Review the TypeScript codebase of time-series database cluster for readability,migration_script
c1e9df99-30f1-4b58-a75c-adf56dc1277c,1.2,engineering_seed,"[""iot"", ""architecture"", ""lld""]",0.92,reviewed,2024-12-24T05:14:14.915958,2026-07-13T05:14:14.915958,conditional,mechanical,construction,risk_assessment,critical,Design RESTful APIs for certificate management system with API key authentication,security_policy
cbdcfc10-8ab8-4e5e-aecf-1a5331e6a851,1.1,template_expansion,"[""lld"", ""database"", ""security""]",0.71,approved,2025-04-13T05:14:14.915997,2026-07-13T05:14:14.915997,conditional,data_engineering,logistics,generate_lld,critical,"Build a data pipeline from SAP ERP to data warehouse processing 100,000 events per second",migration_script
5f6bd8c5-7ea2-4585-bc71-320370ad4ec1,1.1,standards_corpus,"[""monitoring"", ""cloud"", ""lld""]",0.71,pending_review,2025-12-21T05:14:14.916048,2026-07-13T05:14:14.916048,conditional,enterprise_architecture,food_and_beverage,troubleshoot,medium,Design the monitoring and alerting infrastructure for order management system on OpenShift,api_specification
81d9e5ab-5ec0-4b7a-b09e-e4e1485f1f98,2.0,organizational_knowledge,"[""lld"", ""architecture"", ""database""]",0.98,draft,2025-08-24T05:14:14.916088,2026-07-13T05:14:14.916088,pending,embedded,agriculture,generate_prs,critical,Expand the use case 'clean room environmental control' into detailed functional specifications,migration_script
